Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Marinara Sauce,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Peach Bread Pudding,South,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,190,1/35 HFPAN,5.8g,25.7g,2.2g,0.4g,0g,17.3g,126.9mg,12.3g,167.1mg,8.2g,128.2mg,1.4mg,2.1mcg,98.2mg
Bacon,South,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-11,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Cheesy Scrambled Eggs,South,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Chocolate Chip Pancakes,South,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-11,548,2 EACH,24.5g,66.6g,4.6g,0g,0g,24.7g,114.6mg,14.2g,453.1mg,14g,300.6mg,4mg,0.7mcg,250.4mg
Fried Hash Brown Patties,South,Breakfast,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,178,1 EACH,12.6g,15g,0.9g,2g,0g,0g,0mg,0g,240mg,1g,0mg,0mg,0mcg,150mg
Hard Boiled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oatmeal Hot Cereal,South,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-11,80,6 OZL,1.6g,14.4g,0.3g,2.1g,0g,0.5g,0mg,0g,61.6mg,2.7g,14mg,0.8mg,0mcg,79.7mg
Plant-Based Breakfast Sausage,South,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Scrambled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Chef's Choice Soup du Jour,South,Lunch,,[],2023-02-11,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Oatmeal Hot Cereal,South,Lunch,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-11,80,6 OZL,1.6g,14.4g,0.3g,2.1g,0g,0.5g,0mg,0g,61.6mg,2.7g,14mg,0.8mg,0mcg,79.7mg
Chefs Omelet Du Jour,South,Lunch,"Milk, Eggs, Soybeans",[],2023-02-11,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Egg Whites For Omelets,South,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,62,4 OZL,0g,0g,0g,0g,0g,0g,0mg,0g,184.9mg,12.3g,7.4mg,0mg,0mcg,184.9mg
Fried Eggs,South,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Halal Rotisserie Chicken,South,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-11,260,1 PORT,19.8g,0g,6.2g,0g,0g,0g,67.6mg,0g,419.6mg,19.8g,0.4mg,0.4mg,0mcg,1.6mg
Olive Oil Crushed Potato,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,112,3 OZ,6g,15.2g,0.8g,1.8g,0g,1.8g,0mg,0g,56.3mg,2.3g,14.6mg,0.7mg,0mcg,420.9mg
Bacon,South,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-11,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Cheesy Scrambled Eggs,South,Lunch,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Fried Hash Brown Patties,South,Lunch,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,178,1 EACH,12.6g,15g,0.9g,2g,0g,0g,0mg,0g,240mg,1g,0mg,0mg,0mcg,150mg
Hard Boiled Eggs,South,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Plant-Based Breakfast Sausage,South,Lunch,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Scrambled Eggs,South,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Banana Stuffed French Toast,South,Lunch,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-11,257,1/28 EA,7.9g,37.6g,3.6g,0.3g,0g,17.7g,116.4mg,9g,284.2mg,8.3g,114.2mg,1.6mg,1.2mcg,101.4mg
Chocolate Chip Pancakes,South,Lunch,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-11,548,2 EACH,24.5g,66.6g,4.6g,0g,0g,24.7g,114.6mg,14.2g,453.1mg,14g,300.6mg,4mg,0.7mcg,250.4mg
Chicken Caprese Pasta,South,Lunch,"Milk, Wheat, Soybeans",['Less Sodium'],2023-02-11,272,6 OZ,10.4g,23.4g,3.3g,1g,0g,2.2g,44.6mg,0g,398mg,20.8g,137.5mg,1.5mg,0mcg,120.9mg
Ham & Cheese Quiche,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-11,308,1/8 PIE,22.4g,1.4g,12.9g,0g,0g,5.2g,165mg,0g,490.1mg,14.8g,1858.4mg,0.7mg,0.5mcg,33mg
Marinara Sauce,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Blueberry Muffin,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-11,277,1 EACH,12.4g,36.9g,1.3g,0.7g,0g,23.4g,47.6mg,22.5g,171.6mg,3g,25.1mg,0.5mg,0.3mcg,46.1mg
Double Chocolate Chip Cookie,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-11,170,1 EACH,8g,23g,4.5g,0g,0g,15g,10mg,0g,140mg,2g,10mg,0.7mg,mcg,105mg
Chicken & Vegetable Stir Fry,South,Dinner,"Wheat, Soybeans, Gluten, Sesame","['Less Sodium', 'Smart Check']",2023-02-11,184,6 OZ,5.8g,13.1g,1.1g,1.1g,0g,9.2g,82.2mg,5.9g,343.9mg,19g,34.2mg,1.2mg,0mcg,218.2mg
Chef's Choice Soup du Jour,South,Dinner,,[],2023-02-11,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-02-11,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Grilled Cheese,South,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-11,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-11,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,South,Dinner,,['Gluten Friendly'],2023-02-11,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Sweet Potato Black Bean Burger with Bun,South,Dinner,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-11,330,1 EACH,4g,61g,0g,8g,0g,6g,0mg,0g,500mg,14g,660mg,3.8mg,0mcg,615mg
Wedge Fries w/ Skin,South,Dinner,"Wheat, Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,293,4 OZ,19.1g,27.6g,2.1g,2.6g,0g,1.3g,0mg,0g,381mg,2.6g,0mg,0.9mg,mcg,433.5mg
Cart Style Chicken,South,Dinner,"Milk, Wheat, Soybeans, Sesame",[],2023-02-11,433,8 OZ,20.3g,37.6g,3.8g,0.5g,0g,4g,71.7mg,1.5g,798.1mg,24.9g,71.4mg,0.8mg,0.2mcg,409.1mg
Chicken Parmesan,South,Dinner,"Milk, Wheat",[],2023-02-11,337,1 EACH,18.9g,20.9g,4.1g,2g,0g,5.5g,56.4mg,0g,957.9mg,23.1g,141.8mg,1.5mg,0mcg,mg
Marinara Sauce,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Pesto Garlic Bread,South,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-11,207,1 SLICE,7.2g,28.9g,1.8g,0.9g,0g,0.2g,1.1mg,0g,308.6mg,5.9g,17.1mg,2mg,0mcg,56.1mg
Protein Packed Caprese Cutlet,South,Dinner,"Milk, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-11,236,1 EACH,12.3g,21g,3.2g,0.2g,0g,2.4g,8.8mg,1g,414.8mg,12.1g,102.1mg,1.5mg,0mcg,243.6mg
Summer Squash,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,14,3 OZ,0.2g,2.8g,0g,0g,0g,1.9g,0mg,0g,1.7mg,1g,12.8mg,0.3mg,0mcg,222.8mg
Chefs Choice Vegetable Stir Fry,South,Dinner,,[],2023-02-11,101,6 OZ,4g,12.2g,0.3g,2.9g,0g,6.3g,0mg,0g,39mg,2.6g,48.4mg,0mg,0mcg,4.1mg
Mini Vegetable Egg Rolls,South,Dinner,"Eggs, Wheat, Soybeans, Sesame",['Vegetarian'],2023-02-11,150,4 EACH,5.4g,21.4g,1.1g,0g,0g,2.1g,5.4mg,1.1g,588.8mg,4.3g,27.8mg,1.5mg,0mcg,128.5mg
White Rice,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,91,3 OZ,0g,20.4g,0g,0g,0g,0g,0mg,0g,2.4mg,2.1g,19.5mg,1.1mg,0mcg,44mg
Braised Beef Ragout,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-11,77,4 OZ,2.3g,4.9g,0.7g,0.6g,0g,2g,26.4mg,0.6g,160.8mg,9.8g,13.1mg,1.1mg,0.1mcg,258.8mg
Country Gravy,South,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-11,51,2 OZL,3.2g,4g,1g,0g,0g,0.5g,0mg,0g,209.9mg,0.6g,3.2mg,0.2mg,0mcg,7.1mg
Mashed Ranch Potatoes,South,Dinner,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,132,4 OZ,5.5g,16.9g,3.3g,0g,0g,2.5g,15.4mg,0g,79.8mg,3.1g,97mg,0.3mg,1mcg,238.1mg
Fruit of the Forest Pie,South,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,475,1/8 PIE,27.5g,55g,11.3g,2.5g,0g,22.5g,0mg,0g,412.5mg,3.8g,50mg,1.8mg,0mcg,mg
Breakfast Potatoes,South,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Cheesy Scrambled Eggs,South,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Hard Boiled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oat Milk Pancakes,South,Breakfast,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,264,2 EACH,3.1g,52g,0.3g,0g,0g,13.6g,0mg,12.4g,572.5mg,6.5g,341.4mg,2.7mg,1mcg,155.3mg
Oatmeal Hot Cereal,South,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Plant-Based Breakfast Sausage,South,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Pork Sausage Links,South,Breakfast,,['Gluten Friendly'],2/10/2023,202,2 EACH,19.2g,0g,7.1g,0g,0g,0g,35.3mg,0g,433.4mg,6g,26.2mg,0.4mg,mcg,mg
Scrambled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Pina Colada Muffin,South,Breakfast,"Milk, Eggs, Wheat, Soybeans, Coconut, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,341,1 EACH,16.4g,44.2g,3.5g,0.8g,0g,28.4g,55.8mg,23.2g,212.8mg,3.6g,28.5mg,0.5mg,0.3mcg,55.2mg
Chefs Omelet Du Jour,South,Breakfast,"Milk, Eggs, Soybeans",[],2/10/2023,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Fried Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Grilled Chicken Breast,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Chef's Choice Soup du Jour,South,Lunch,,[],2/10/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Lunch,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Grilled Cheese,South,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chorizo Sausage,South,Lunch,,['Gluten Friendly'],2/10/2023,299,1 EACH,26.9g,2g,11g,0g,0g,1g,74.7mg,0g,766.7mg,11g,0mg,1.1mg,mcg,mg
Malibu Burgers,South,Lunch,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,170,1 EA,9g,21g,1g,4g,0g,2g,0mg,0g,440mg,4g,20mg,0.7mg,0mcg,280mg
Shoestring Fries,South,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
Onion Rings,South,Lunch,"Eggs, Wheat, Soybeans, Gluten",['Vegetarian'],2/10/2023,488,4 OZ,30.9g,47.3g,5.3g,0g,0g,0g,0mg,0g,721mg,7.5g,0mg,0mg,0mcg,mg
Sweet & Smoky Steak for Sandwich,South,Lunch,,['Gluten Friendly'],2/10/2023,239,4 OZ,8.1g,3.6g,2.8g,0.2g,0g,3g,78.2mg,0.4g,389mg,35.2g,9mg,3mg,0mcg,471mg
California Vegetable Blend,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,29,3 OZ,0g,4.8g,0g,1.9g,0g,1.9g,0mg,0g,28.6mg,1g,0mg,0mg,mcg,mg
Chicken Florentine,South,Lunch,Milk,"['Gluten Friendly', 'Less Sodium']",2/10/2023,122,1 EACH,4.3g,2.1g,2.1g,0.2g,0g,1g,56.3mg,0g,229mg,18.2g,169.7mg,0.5mg,0.4mcg,6.1mg
Harissa Roasted Vegetables,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,126,5 OZ,8.6g,12.2g,1.2g,2.9g,0g,4.7g,0mg,0g,210.6mg,2g,31.6mg,1.2mg,0mcg,338.8mg
Popcorn Shrimp,South,Lunch,"Crustacean Shellfish, Wheat, Soybeans, Gluten",['Less Sodium'],2/10/2023,288,4 OZ,12.2g,33.4g,0.8g,0g,0g,1g,75.9mg,0g,394.9mg,12.2g,40.5mg,1mg,0mcg,136.7mg
Wild Mushroom Risotto,South,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,139,4 OZ,3.3g,23.1g,2.1g,1g,0g,0.4g,9mg,0g,282.5mg,3.2g,41mg,0.3mg,0mcg,68.8mg
Taco Bar,South,Lunch,,[],2/10/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Fried Sweet Potato Tots,South,Lunch,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,272,4 OZ,15.9g,31.1g,0.8g,2.7g,0g,10.8g,0mg,0g,270mg,1.4g,27mg,0.5mg,0mcg,229.5mg
Garlic Bread,South,Lunch,"Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,121,1 SLICE,5.3g,14.9g,1.6g,0.4g,0g,0.1g,0mg,0g,158mg,2.9g,4.7mg,1mg,0mcg,33.3mg
Marinara Sauce,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
M & M Cookies,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,160,1 EACH,7g,24g,3.5g,1g,0g,15g,10mg,0g,140mg,2g,0mg,0.7mg,0mcg,35mg
Snickerdoodle Cookies,South,Lunch,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,171,1 EACH,7.2g,25.4g,4.1g,0.1g,0g,14.9g,15.4mg,1.6g,143.8mg,2.1g,4mg,0.8mg,0mcg,36.9mg
Huli Huli Chicken,South,Dinner,Soybeans,"['Gluten Friendly', 'Smart Check']",2/10/2023,259,1 EACH,7.4g,7.2g,1.6g,0g,0g,6.3g,170.9mg,0g,580.2mg,36.6g,36.6mg,2.1mg,0mcg,21.4mg
Chef's Choice Soup du Jour,South,Dinner,,[],2/10/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Grilled Cheese,South,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Chorizo Sausage,South,Dinner,,['Gluten Friendly'],2/10/2023,299,1 EACH,26.9g,2g,11g,0g,0g,1g,74.7mg,0g,766.7mg,11g,0mg,1.1mg,mcg,mg
Malibu Burgers,South,Dinner,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,170,1 EA,9g,21g,1g,4g,0g,2g,0mg,0g,440mg,4g,20mg,0.7mg,0mcg,280mg
Shoestring Fries,South,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
Couscous,South,Dinner,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,173,4 OZ,2.2g,30g,0.6g,0.1g,0g,0.4g,3.4mg,0g,177.5mg,4.9g,10.6mg,1.8mg,0.1mcg,99mg
Kofta Curry,South,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2/10/2023,310,2 EACH,20.9g,12.1g,9.6g,0.7g,0.6g,10.2g,75.5mg,4.3g,460.9mg,15.3g,550.3mg,2mg,0mcg,385.4mg
Honey Lime Sweet Potato,South,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,127,4 OZ,2.3g,25.6g,0.7g,3.3g,0g,8.1g,0mg,3.6g,133.8mg,1.7g,34.3mg,0.7mg,0mcg,367.7mg
Korean Pork Loin,South,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium']",2/10/2023,225,4 OZ,11.7g,0.5g,4.1g,0.1g,0g,0.4g,87.9mg,0.2g,108.4mg,27g,1.3mg,1.3mg,0mcg,10.7mg
Korean Sweet Black Beans,South,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Vegetarian']",2/10/2023,108,3 OZ,1.8g,18.8g,0.2g,0.1g,0g,8.4g,0mg,7.1g,822.7mg,5.3g,23.2mg,1.5mg,0mcg,251.8mg
Sauteed Kale,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,66,3 OZ,2g,10.5g,0.2g,4.2g,0g,2.8g,0mg,0g,43.3mg,4.9g,171.6mg,1.7mg,0mcg,565.1mg
Sesame Cilantro Rice,South,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,183,4 OZ,3.7g,33.7g,0.9g,0.1g,0g,0g,0mg,0g,45mg,2.9g,4.1mg,0.1mg,0mcg,6.4mg
Country Gravy,South,Dinner,"Wheat, Soybeans",['Less Sodium'],2/10/2023,51,2 OZL,3.2g,4g,1g,0g,0g,0.5g,0mg,0g,209.9mg,0.6g,3.2mg,0.2mg,0mcg,7.1mg
Fried Chicken,South,Dinner,"Eggs, Wheat, Soybeans",['Less Sodium'],2/10/2023,289,1 EACH,17.3g,9.6g,4.8g,0g,0g,0g,86.7mg,0g,366.1mg,27g,21.2mg,1.9mg,0mcg,368.1mg
Roasted Butternut Squash,South,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,81,3 OZ,2.8g,14.8g,0.9g,2.8g,0g,7.4g,0mg,5.7g,96.1mg,0.8g,35.7mg,0.5mg,0mcg,245.6mg
Marinara Sauce,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Roasted Cauliflower w/ Pumpkin Seeds,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,57,3 OZ,2.2g,7.7g,0.4g,3.4g,0g,2.4g,0mg,0g,138.5mg,3.9g,30.2mg,0.6mg,0mcg,395.5mg
Midnight Choc Cake w/ Chocolate Frosting,South,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,308,1/35 HFSHT,15.2g,37.9g,8.8g,1g,0.2g,25.6g,15.9mg,0g,329.6mg,2.7g,17.1mg,1.6mg,0mcg,81.6mg
Cheesy Scrambled Eggs,South,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
French Toast Stix,South,Breakfast,"Wheat, Soybeans, Gluten",['Vegetarian'],2023-02-15,540,5 EACH,34.3g,54.7g,2.9g,1.3g,0g,12.7g,0mg,12.7g,572.3mg,6.4g,25.4mg,3.2mg,0mcg,63.6mg
