Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Tuscan Potatoes,South,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,124,4 OZ,4.6g,20.7g,0.6g,2.4g,0g,2.6g,1.4mg,0g,246.1mg,3.7g,36.3mg,0.9mg,0mcg,563.6mg
Belgian Waffle Bar,South,Dinner,,[],2023-02-15,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Marinara Sauce,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Mozzarella cheese Stuffed Shells,South,Dinner,"Milk, Eggs, Wheat",['Vegetarian'],2023-02-15,277,2 EA,11g,32.8g,4.7g,1.9g,0g,7.8g,48.5mg,0g,705.1mg,11.1g,203mg,2.5mg,0mcg,1.6mg
Sweet-n-Sour Tofu,South,Dinner,"Wheat, Soybeans, Sesame",['Less Sodium'],2023-02-15,153,6 OZ,7.1g,11g,0.9g,1.5g,0g,5.8g,0mg,4.8g,187.3mg,11.8g,121.6mg,2.2mg,0mcg,349.3mg
Lemon Delights,South,Dinner,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-15,238,1 EACH,10.5g,34.6g,7g,0g,0g,22.2g,15.4mg,6.9g,161.2mg,2.1g,0mg,0.7mg,0mcg,35.9mg
Bacon,South,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2/16/2023,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Breakfast Potatoes,South,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Buttermilk Pancakes,South,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2/16/2023,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cheesy Scrambled Eggs,South,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Hard Boiled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oatmeal Hot Cereal,South,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/16/2023,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Plant-Based Breakfast Sausage,South,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Scrambled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Peach Crunch Cake,South,Breakfast,"Milk, Eggs, Wheat, Soybeans, Gluten, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,473,1/35 HFSHT,27.6g,49.8g,6.7g,0.7g,0g,34.1g,53.3mg,26.9g,187mg,5.3g,70.8mg,0.5mg,0.2mcg,140.1mg
Chefs Omelet Du Jour,South,Breakfast,"Milk, Eggs, Soybeans",[],2/16/2023,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Fried Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Spiced Lentils,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,39,2 OZ,0.1g,6.6g,0g,2.7g,0g,0.9g,0mg,0g,54.4mg,2.3g,8.9mg,0.7mg,0mcg,44mg
Chef's Choice Soup du Jour,South,Lunch,,[],2/16/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Lunch,,"['Gluten Friendly', 'Less Sodium']",2/16/2023,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Beet and Kale Burger w/ Bun,South,Lunch,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/16/2023,310,1 EA,3.5g,59g,0g,6g,0g,11g,0mg,0g,470mg,10g,63mg,1.4mg,0mcg,mg
Grilled Cheese,South,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/16/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/16/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Guinness Bratwurst,South,Lunch,Gluten,['Less Sodium'],2/16/2023,289,1 EACH,24.9g,3g,8g,0g,0g,1g,74.8mg,1g,757.7mg,13g,0mg,1.1mg,0mcg,179.4mg
Straight Cut French Fries,South,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/16/2023,196,4 OZ,15.2g,17g,1.3g,1g,0g,1g,0mg,0g,520.3mg,1g,20mg,0.4mg,mcg,260.2mg
Basmati Rice,South,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,178,4 OZ,2.6g,34.9g,0.8g,0g,0g,0g,0mg,0g,23.8mg,2.9g,2.1mg,0mg,0mcg,0mg
Halal Chana Masala,South,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/16/2023,132,8 OZ,3g,23g,0.5g,2.6g,0g,6.1g,0mg,2.1g,410mg,4.3g,65.2mg,1.7mg,0mcg,341mg
Halal Chicken Tikka Masala,South,Lunch,Milk,"['Gluten Friendly', 'Less Sodium']",2/16/2023,176,4 OZ,12.4g,4.5g,7.7g,0.3g,0g,2.8g,81.4mg,0.9g,231.3mg,10.6g,526.6mg,3.1mg,0mcg,160mg
Beef Brisket Tacos,South,Lunch,"Wheat, Soybeans",['Less Sodium'],2/16/2023,362,1 EACH,24.3g,16.4g,8.7g,0.9g,0g,0.8g,77.7mg,0.7g,416mg,17.7g,74.5mg,2.8mg,0mcg,299mg
Fish Taco with Chipotle Cream and Salsa Fresca,South,Lunch,"Milk, Fish, Wheat, Soybeans, Gluten",[],2/16/2023,348,1 EACH,19.6g,29.4g,3.4g,0.3g,0g,2.2g,30.1mg,1g,682.1mg,13.9g,69.8mg,2.1mg,0.8mcg,325.7mg
Fresh Steamed Spinach,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,20,3 OZ,0.3g,3.2g,0.1g,1.9g,0g,0.4g,0mg,0g,68.9mg,2.5g,86.4mg,2.4mg,0mcg,491.5mg
Honey Sriracha Sweet Potatoes,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,60,3 OZL,0g,14.5g,0g,1.6g,0g,5.7g,0mg,3.2g,80.1mg,0.8g,16.1mg,0.3mg,0mcg,183.1mg
Mexican Fiesta Rice,South,Lunch,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2/16/2023,96,3 OZ,1g,19.2g,0.2g,0.4g,0g,1.2g,0mg,0g,665mg,2g,31.5mg,1.1mg,0mcg,61.9mg
Chefs Choice Vegetable Stir Fry,South,Lunch,,[],2/16/2023,101,6 OZ,4g,12.2g,0.3g,2.9g,0g,6.3g,0mg,0g,39mg,2.6g,48.4mg,0mg,0mcg,4.1mg
General Tso's Chicken,South,Lunch,"Eggs, Wheat, Soybeans, Gluten",[],2/16/2023,327,6 OZ,18g,24.6g,2.2g,2.1g,0g,10.7g,40mg,0g,857.1mg,18.4g,43mg,1.3mg,0mcg,364mg
Sesame Noodles,South,Lunch,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,208,4 OZ,3.1g,37.2g,0.1g,1.6g,0g,6.1g,0mg,4.6g,394.1mg,5.5g,2.2mg,1.4mg,0mcg,3.7mg
White Rice,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,91,3 OZ,0g,20.4g,0g,0g,0g,0g,0mg,0g,2.4mg,2.1g,19.5mg,1.1mg,0mcg,44mg
Corn Taco Shell,South,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,53,1 EACH,2.3g,7g,0.3g,0g,0g,0g,0mg,0g,0mg,0.7g,8.7mg,0.1mg,mcg,mg
Marinara Sauce,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Death by Chocolate Pudding,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,317,1/35 PAN,12.9g,46.8g,7.6g,0.6g,0.1g,33.5g,12.7mg,11.5g,345.2mg,3.9g,85.7mg,1.5mg,1mcg,64.8mg
"Red ,White & Blue Cookies",South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,160,1 EACH,7g,24g,3g,0g,0g,15g,10mg,0g,130mg,1g,8mg,1mg,mcg,35mg
Grilled Chicken Breast,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/16/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Chef's Choice Soup du Jour,South,Dinner,,[],2/16/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/16/2023,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Beet and Kale Burger w/ Bun,South,Dinner,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/16/2023,310,1 EA,3.5g,59g,0g,6g,0g,11g,0mg,0g,470mg,10g,63mg,1.4mg,0mcg,mg
Grilled Guinness Bratwurst,South,Dinner,Gluten,['Less Sodium'],2/16/2023,289,1 EACH,24.9g,3g,8g,0g,0g,1g,74.8mg,1g,757.7mg,13g,0mg,1.1mg,0mcg,179.4mg
Grilled Hot Dogs,South,Dinner,,['Gluten Friendly'],2/16/2023,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Straight Cut French Fries,South,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/16/2023,196,4 OZ,15.2g,17g,1.3g,1g,0g,1g,0mg,0g,520.3mg,1g,20mg,0.4mg,mcg,260.2mg
Halal Baked Meatloaf,South,Dinner,"Eggs, Fish, Wheat, Soybeans",['Less Sodium'],2/16/2023,105,4 OZ,4.3g,14.6g,1.1g,0.1g,0g,6.6g,30.2mg,0.3g,457.1mg,1.5g,28.6mg,0.7mg,0.2mcg,33.2mg
Baked Swordfish W/ Cracker Crumbs,South,Dinner,"Milk, Fish, Wheat, Soybeans",[],2/16/2023,614,1 EA,46.9g,16.8g,23.6g,0g,0g,2.1g,87.1mg,0g,683.7mg,29.2g,209.6mg,1.6mg,75mcg,502.5mg
Beef Gravy,South,Dinner,"Wheat, Soybeans",['Less Sodium'],2/16/2023,42,2 OZL,2.8g,3g,0.9g,0g,0g,0.4g,0mg,0g,149.5mg,0.8g,23.8mg,0.2mg,0mcg,68.4mg
Cajun Crusted Steak with Caramelized Onion,South,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2/16/2023,270,1 EACH,18g,1.8g,7.6g,0.1g,1g,2.4g,78.5mg,0g,236.3mg,20.8g,19mg,1.9mg,0mcg,10mg
Mashed Red Potatoes with Garlic,South,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,129,4 OZ,6.3g,17.9g,4g,2g,0g,2.8g,17.5mg,0g,270.8mg,3.2g,43.3mg,0.7mg,0.3mcg,469mg
Roasted Green Beans,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,33,3 OZ,0.5g,6.9g,0.1g,2.8g,0g,3.2g,0mg,0g,14.5mg,1.7g,38.5mg,0.6mg,0mcg,127.6mg
Pasta Bar,South,Dinner,,[],2/16/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Tatcho Bar,South,Dinner,,[],2/16/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Cinnamon Roll Cheesecake,South,Dinner,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,246,1/20 CAKE,16.5g,23.7g,10.8g,0.1g,0g,20.2g,75mg,18.8g,141.5mg,3.8g,98.9mg,0.3mg,0.1mcg,12.1mg
Cheesy Scrambled Eggs,South,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Hard Boiled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Mini Potato Pancakes,South,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-17,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
Oatmeal Hot Cereal,South,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-17,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Plant-Based Breakfast Sausage,South,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Sausage Patties,South,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-17,253,2 EACH,24.3g,0g,9.1g,0g,0g,0g,40.5mg,0g,546.8mg,8.1g,0mg,0.4mg,mcg,mg
Scrambled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Vegan French Toast,South,Breakfast,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-17,309,2 EACH,8g,48.2g,0.2g,0.1g,0g,9g,0mg,7.2g,542.9mg,11.4g,184.4mg,2.8mg,1.5mcg,219.5mg
Assorted Donuts,South,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-17,432,1 EACH,24.2g,49.4g,10.6g,0.1g,0g,18g,10mg,0g,488.9mg,6.6g,8.7mg,2.1mg,0mcg,mg
Chefs Omelet Du Jour,South,Breakfast,"Milk, Eggs, Soybeans",[],2023-02-17,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Fried Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Grilled Chicken Breast,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Chef's Choice Soup du Jour,South,Lunch,,[],2023-02-17,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-17,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Cross Trax French Fries,South,Lunch,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-17,253,4 OZ,18.9g,21g,1.8g,2g,0g,0g,0mg,0g,550.3mg,2g,0mg,0.7mg,0mcg,240.1mg
Grilled Cheese,South,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-17,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs,South,Lunch,,['Gluten Friendly'],2023-02-17,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Sweet Potato Black Bean Burger with Bun,South,Lunch,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-17,330,1 EACH,4g,61g,0g,8g,0g,6g,0mg,0g,500mg,14g,660mg,3.8mg,0mcg,615mg
Halal Chicken Fajita,South,Lunch,"Milk, Wheat, Soybeans",[],2023-02-17,305,1 EACH,11.9g,21.9g,5.2g,1.1g,0g,4.8g,81mg,1g,582.8mg,27.3g,283.5mg,1.2mg,0mcg,478mg
Bacon Cheddar Mashed Potatoes,South,Lunch,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-17,157,4 OZ,7.6g,16.8g,4.7g,0g,0g,0g,24.5mg,0g,404.2mg,4.2g,62.7mg,0.3mg,0mcg,293.6mg
Corn,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,74,3 OZ,0g,17g,0g,0g,0g,1.1g,0mg,0g,0mg,1.1g,0mg,0mg,mcg,mg
Fried Chicken Nuggets,South,Lunch,"Wheat, Gluten",[],2023-02-17,326,6 EACH,22.3g,16.6g,3.1g,1.2g,0g,0g,41.5mg,0g,616.3mg,16.6g,23.7mg,0.9mg,0mcg,mg
Panko Crusted Scrod Filet,South,Lunch,"Milk, Fish, Wheat",['Less Sodium'],2023-02-17,205,1 EACH,13.1g,2.9g,5.5g,0.2g,0g,0.1g,67.1mg,0g,260.6mg,18.5g,20.1mg,0.4mg,0mcg,9.3mg
Rice Florentine,South,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,174,4 OZ,5.5g,24.4g,3.6g,0.2g,0g,0.2g,17mg,0g,212.5mg,5.3g,102.5mg,1.4mg,0mcg,57.2mg
Sliced Carrots,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,37,3 OZ,0g,6.4g,0g,2.1g,0g,3.2g,0mg,0g,48mg,0g,21.3mg,0mg,0mcg,mg
Beef and Broccoli Stir Fry,South,Lunch,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium']",2023-02-17,214,6 OZ,9.9g,7.9g,2.9g,1.7g,0g,4.5g,58.3mg,0g,422.4mg,22.9g,36.4mg,2.7mg,0mcg,496.2mg
Chefs Choice Fried Rice,South,Lunch,"Eggs, Soybeans, Sesame",[],2023-02-17,162,4 OZ,5.7g,22g,1g,1g,0.1g,1.5g,41.9mg,0g,550.2mg,5.1g,31mg,2mg,0.3mcg,68.2mg
Edamame Dumpling,South,Lunch,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,145,3 EACH,5.5g,18g,0g,0g,0g,1.5g,0mg,0.8g,195mg,4.5g,27mg,0.8mg,mcg,52.5mg
Sesame Broccoli,South,Lunch,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,61,4 OZ,2.9g,7g,0.3g,2.8g,0g,2.5g,0mg,0.6g,131.3mg,3.9g,59.8mg,1.2mg,0mcg,399.6mg
White Rice,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,91,3 OZ,0g,20.4g,0g,0g,0g,0g,0mg,0g,2.4mg,2.1g,19.5mg,1.1mg,0mcg,44mg
Baked Sesame Nuggets,South,Lunch,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,222,4 OZ,9.9g,24.7g,0g,4.9g,0g,0g,0mg,0g,369.8mg,14.8g,98.6mg,3.6mg,0mcg,mg
Marinara Sauce,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Oatmeal Raisin Cookies,South,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,140,1 EACH,4.5g,22g,1.5g,0g,0g,13g,0mg,8g,85mg,2g,9mg,0.7mg,0mcg,82mg
Raspberry Coconut Magic Bars,South,Lunch,"Milk, Wheat, Soybeans, Coconut","['Less Sodium', 'Vegetarian']",2023-02-17,271,1/35 HFPAN,9g,44.8g,7.1g,1.5g,0g,34.7g,5.8mg,14.8g,128.7mg,2.7g,61.3mg,0.4mg,0mcg,88.6mg
Cajun Salmon W/ Honey Dill Mustard Sauce,South,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,182,1 EA,7g,2.6g,1g,0g,0g,2.4g,45.2mg,2.4g,200.7mg,22.1g,0.1mg,0mg,0mcg,1.8mg
Chef's Choice Soup du Jour,South,Dinner,,[],2023-02-17,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-02-17,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Cross Trax French Fries,South,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-17,253,4 OZ,18.9g,21g,1.8g,2g,0g,0g,0mg,0g,550.3mg,2g,0mg,0.7mg,0mcg,240.1mg
Grilled Chicken Breast,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,South,Dinner,,['Gluten Friendly'],2023-02-17,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Sweet Potato Black Bean Burger with Bun,South,Dinner,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-17,330,1 EACH,4g,61g,0g,8g,0g,6g,0mg,0g,500mg,14g,660mg,3.8mg,0mcg,615mg
Halal Spaghetti & Meatballs,South,Dinner,"Eggs, Wheat, Soybeans",['Less Sodium'],2023-02-17,396,8 OZ,5.5g,46g,4.4g,2.8g,0g,7.3g,40mg,0g,573.7mg,16.6g,54.2mg,3.3mg,0mcg,0mg
Indian Bar,South,Dinner,,[],2023-02-17,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Boneless Chinese BBQ Pork,South,Dinner,"Wheat, Soybeans, Sesame",[],2023-02-17,206,4 OZ,8.5g,12.8g,2.4g,0g,0g,10.9g,60.8mg,8.5g,523.3mg,18g,0mg,1.2mg,0mcg,0mg
Broccoli Stir Fry w/ Ginger,South,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,50,4 OZ,1.1g,8g,0.1g,1.6g,0g,3.4g,0mg,1.6g,150.1mg,2.6g,26.2mg,0.7mg,0mcg,258.6mg
Sesame Noodles,South,Dinner,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,208,4 OZ,3.1g,37.2g,0.1g,1.6g,0g,6.1g,0mg,4.6g,394.1mg,5.5g,2.2mg,1.4mg,0mcg,3.7mg
White Rice,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,91,3 OZ,0g,20.4g,0g,0g,0g,0g,0mg,0g,2.4mg,2.1g,19.5mg,1.1mg,0mcg,44mg
Chickpea Biryani,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-17,299,8 OZL,7.2g,49.2g,1.1g,3.9g,0g,1.8g,0mg,0g,410.2mg,7.9g,30.8mg,1.4mg,0mcg,268mg
Vegetable Samosas w/ Chutney,South,Dinner,"Wheat, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,297,2 EACH,16.6g,34.1g,0.6g,2g,0g,6g,0mg,5.7g,435.9mg,4g,1.2mg,1.5mg,0mcg,0mg
Assorted Cupcakes,South,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-17,298,1 EA,13.7g,40.7g,7.2g,0.6g,0.1g,26.8g,10.3mg,11.9g,322mg,2.3g,17.1mg,1.3mg,0mcg,64.4mg
