Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Jerk Chicken With Rice And Peas,McMahon,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-02-09,439,1 PLATE,12.2g,38.1g,1.9g,3.9g,0g,3.9g,164.1mg,0.4g,889.8mg,41.7g,216.2mg,4.8mg,0mcg,387.6mg
Marinara Sauce,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Tofu With Black Bean Sauce,McMahon,Lunch,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-09,332,1 PLATE,14.5g,38.2g,1.2g,1.5g,0g,5.1g,0mg,1.7g,493mg,13g,108.9mg,2.4mg,0mcg,276.8mg
Chef's Choice Soup du Jour,McMahon,Lunch,,[],2023-02-09,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Island Jerk Chicken,McMahon,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-09,240,1 EACH,7.9g,3.3g,1.7g,0.8g,0g,1.4g,164.1mg,0.4g,375mg,35.1g,49.3mg,2.1mg,0mcg,66.4mg
Sauteed Mustard Greens,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,28,2 OZ,0.9g,4.2g,0g,1.6g,0g,1.1g,0mg,0g,69.7mg,2.1g,93.5mg,0.7mg,0mcg,132.6mg
Yellow Rice with Pigeon Peas,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,118,3 OZ,2.2g,21.4g,0.2g,0.5g,0g,0.7g,0mg,0g,307.7mg,2.6g,20mg,1.3mg,0mcg,91.7mg
Bourbon Brown Sugar Salmon,McMahon,Lunch,"Fish, Gluten","['Less Sodium', 'Smart Check']",2023-02-09,161,1 EACH,7g,0g,1g,0g,0g,0g,45.2mg,0g,332.4mg,22.1g,0mg,0mg,0mcg,0mg
Creamy Corn With Leeks And Bacon,McMahon,Lunch,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-09,127,4 OZ,4.4g,16.6g,2.2g,0g,0g,2.7g,21.1mg,0g,262.8mg,4g,303mg,0.7mg,0mcg,101.3mg
Grilled Asparagus,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,22,3 OZ,0.6g,3.3g,0.1g,1.7g,0g,1.6g,0mg,0g,86.1mg,1.9g,20.4mg,1.8mg,0mcg,171.2mg
Tofu With Black Bean Sauce,McMahon,Lunch,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-09,332,8 OZ,14.5g,38.2g,1.2g,1.5g,0g,5.1g,0mg,0g,493mg,13g,108.9mg,2.4mg,0mcg,276.8mg
Parmesan Risotto,McMahon,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,182,3 OZ,8.6g,19.2g,5.5g,0.6g,0g,0.7g,27mg,0g,469.7mg,5.8g,305.7mg,0.2mg,0mcg,9.3mg
Roasted Brussel Sprouts With Balsamic,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,97,4 OZ,5.3g,11g,0.8g,4.1g,0g,3.7g,0mg,0g,72.3mg,3.6g,45.6mg,1.5mg,0mcg,419.9mg
Shredded Beef Ragu,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-09,229,4 OZ,11.6g,3.7g,4.1g,0.4g,0g,1.8g,70.9mg,0g,318mg,25.8g,16.2mg,2mg,0mcg,418.3mg
Cheese Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Greek Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Vegetarian'],2023-02-09,231,1 PLATE,9.6g,26.3g,4g,1.2g,0g,1.6g,18.7mg,0.5g,674.8mg,9g,68.2mg,1.7mg,0mcg,74.3mg
Cherry White Chocolate Cookies,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,180,1 EACH,7g,27g,3.5g,0g,0g,16g,15mg,0g,115mg,2g,26mg,0.7mg,mcg,mg
Jonathan Bar,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,344,1/35 HFPAN,14.6g,48.2g,8.6g,0g,0.4g,27.4g,49.7mg,27.1g,139.6mg,4g,6.9mg,1.3mg,0mcg,30.2mg
Scrod With Spring Vegetables And Miso Dressing,McMahon,Dinner,"Milk, Fish, Soybeans, Sesame","['Gluten Friendly', 'Smart Check']",2023-02-09,186,1 PLATE,7g,11.7g,1.2g,3.3g,0g,5.3g,46.8mg,0.7g,758.4mg,21g,64mg,2.6mg,0mcg,310.8mg
"Seared Chicken, Tarragon Cream Sauce, Root Vegetable Hash",McMahon,Dinner,Milk,"['Gluten Friendly', 'Smart Check']",2023-02-09,186,1 PLATE,7.7g,11.6g,1.9g,1.9g,0g,2.7g,53.3mg,0.1g,432.9mg,19.1g,121.4mg,0.9mg,0mcg,292.3mg
Cauliflower Fried Rice,McMahon,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-09,230,1 PLATE,17.3g,14.7g,1.6g,3.5g,0g,4.4g,0mg,0g,719.1mg,7.8g,51.8mg,1.1mg,0mcg,361.8mg
Cavatappi,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,203,4 OZ,3.6g,37.7g,1.3g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,107.8mg
Marinara Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Root Beer Glazed Ham With Mac N Cheese,McMahon,Dinner,"Milk, Wheat, Soybeans",[],2023-02-09,441,1 PLATE,21.6g,30g,9.7g,3.4g,0g,12.5g,101.1mg,0g,1573.2mg,31.6g,284.3mg,2.3mg,1mcg,186.1mg
Chef's Choice Soup du Jour,McMahon,Dinner,,[],2023-02-09,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Macaroni & Cheese,McMahon,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-09,325,6 OZ,18.4g,25.4g,10g,0.8g,0g,4.9g,42.4mg,0g,505.2mg,14.3g,367.7mg,1mg,1.6mcg,80.5mg
