Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Sweet Soy Glazed Tofu,McMahon,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-20,283,1 PLATE,7.3g,37.8g,0.7g,4.4g,0g,3.1g,0mg,1.5g,354.9mg,17.7g,194.6mg,3.2mg,0.2mcg,321.6mg
Cavatappi,McMahon,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,203,4 OZ,3.6g,37.7g,1.3g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,107.8mg
Coconut Curry Noodle Bowl,McMahon,Lunch,"Fish, Crustacean Shellfish, Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts']",2023-02-20,340,1 PLATE,11.4g,48.2g,9.8g,0.5g,0g,5g,55.7mg,3g,430.7mg,10.5g,47.6mg,1.3mg,0mcg,303.9mg
Lemon Pepper Chicken With Spinach Artichoke Caserole,McMahon,Lunch,"Milk, Wheat, Soybeans, Sesame",[],2023-02-20,477,1 PLATE,18.2g,26.9g,6.6g,0.8g,0g,4.5g,189.6mg,0g,709.1mg,44.5g,738.6mg,3mg,0.5mcg,69.7mg
Marinara Sauce,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Chef's Choice Soup du Jour,McMahon,Lunch,,[],2023-02-20,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Grilled Garlic Flatbread,McMahon,Lunch,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,117,2 QTR,2.5g,20g,0.5g,0g,0g,1.5g,0mg,0g,185.2mg,4g,52mg,0.7mg,0mcg,0.1mg
Grilled Lemon Pepper Chicken,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-20,235,1 EACH,7.9g,0.5g,1.7g,0.2g,0g,0g,170.9mg,0g,219mg,35.8g,37.4mg,1.8mg,0mcg,10.2mg
Spinach Artichoke Casserole,McMahon,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-02-20,129,4 OZ,7.8g,6.1g,4.2g,0.5g,0g,2.9g,24.6mg,0g,300.8mg,5.9g,627.6mg,0.5mg,0.5mcg,57.3mg
Garlic Fried Rice (Sinangag),McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,129,4 OZ,0.9g,27g,0.1g,0.1g,0g,0.1g,0mg,0g,94.3mg,3g,31.8mg,1.5mg,0mcg,74.4mg
Grilled Teriyaki Salmon,McMahon,Lunch,"Fish, Wheat, Soybeans, Sesame","['Less Sodium', 'Smart Check']",2023-02-20,207,1 EACH,7g,12g,1g,0g,0g,12g,45.2mg,0.4g,269.2mg,22.5g,0.1mg,0.1mg,0mcg,0mg
Red Cabbage And Pineapple Slaw,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,15,1 OZ,0.1g,3.7g,0g,0.5g,0g,1.1g,0mg,0g,13.6mg,0.3g,8mg,0.2mg,0mcg,55.8mg
Coconut Curry Noodle Bowl,McMahon,Lunch,"Fish, Crustacean Shellfish, Soybeans, Coconut","['Gluten Friendly', 'Less Sodium', 'Contains Nuts']",2023-02-20,340,1 BOWL,11.4g,48.2g,9.8g,0.5g,0g,5g,55.7mg,3g,430.7mg,10.5g,47.6mg,1.3mg,0mcg,303.9mg
Brown Rice,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,96,3 OZ,0.8g,20.3g,0g,1.1g,0g,0g,0mg,0g,2.4mg,2.3g,1.8mg,0.2mg,0mcg,0mg
Marinated Tofu,McMahon,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-20,122,1 EACH,5.8g,4.6g,0.7g,0g,0g,1.8g,0mg,1.5g,266.1mg,11.8g,105.5mg,2mg,0mcg,161.8mg
Roasted Bok Choy and Shitake,McMahon,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,33,4 OZ,0.4g,6.1g,0g,2.9g,0g,1.3g,0mg,0g,85.6mg,2.9g,86.7mg,0.9mg,0.2mcg,159.7mg
Cheese Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-20,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Chef's Choice Pizza,McMahon,Lunch,"Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-20,123,1/16 PIZZA,2.8g,20.4g,0.4g,1.2g,0g,1.6g,0mg,0.4g,186mg,3.6g,12.2mg,1.2mg,0mcg,27.8mg
S'mores Cookies,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-20,190,1 EACH,9g,25g,4.5g,0g,0g,13g,10mg,13g,200.2mg,1g,10.1mg,1.3mg,0mcg,30mg
Sugar Cookies,McMahon,Lunch,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-20,164,1 EACH,7.2g,23.6g,4.1g,0g,0g,13.4g,15.4mg,0g,143.8mg,2.1g,0mg,0.7mg,mcg,35.9mg
Pumpkin Spice Sweet Potato Curry With Basmati Rice,McMahon,Dinner,"Soybeans, Coconut","['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-20,357,1 PLATE,12.6g,52.7g,4.1g,3.1g,0g,5g,0mg,0g,373.4mg,8.1g,39.4mg,2mg,0mcg,369.9mg
Sole A La Grenobloise,McMahon,Dinner,"Milk, Fish, Wheat","['Less Sodium', 'Smart Check']",2023-02-20,176,1 PLATE,6.1g,9.7g,1.6g,3.4g,0g,4.2g,51.1mg,0.5g,421.2mg,22.1g,77.4mg,2.6mg,0.3mcg,292.4mg
Bun Ga Nuong (Grilled Chicken & Rice Vermicelli Salad),McMahon,Dinner,"Fish, Soybeans",['Gluten Friendly'],2023-02-20,307,1 PLATE,8.4g,40.7g,1.4g,0.3g,0g,5.2g,48.3mg,4.5g,748.3mg,18.2g,27.9mg,0.9mg,0mcg,71.6mg
Cavatappi,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,203,4 OZ,3.6g,37.7g,1.3g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,107.8mg
Marinara Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Roasted Chicken With Dijon Vinaigrette,McMahon,Dinner,Milk,['Gluten Friendly'],2023-02-20,399,1 PLATE,16.5g,21.3g,5.8g,7.3g,0g,7.7g,181.2mg,0g,586.4mg,42.9g,91.2mg,2.8mg,0mcg,480.8mg
Chef's Choice Soup du Jour,McMahon,Dinner,,[],2023-02-20,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Parsnip Puree,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,142,4 OZ,8.6g,15.6g,5.4g,3.9g,0g,3.7g,22.8mg,0g,291.2mg,1.2g,36.4mg,0.5mg,0mcg,307.1mg
Poached Carrots And Leeks,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,47,4 OZ,0.2g,11.1g,0g,2.2g,0g,6.4g,0mg,0g,41.1mg,1.2g,35.1mg,0.8mg,0mcg,314.3mg
Roasted Chicken Thigh With Dijon Vinaigrette,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-20,266,1 EACH,10.1g,1.3g,1.8g,2.7g,0g,0.2g,170.9mg,0g,344mg,42.6g,38.9mg,1.9mg,0mcg,14.7mg
Grilled Chicken (Ga Nuong),McMahon,Dinner,"Fish, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-20,90,1 EACH,2.3g,0.5g,0.6g,0g,0g,0.3g,48.3mg,0.2g,234.6mg,17.3g,1.1mg,0.4mg,0mcg,3.8mg
Rice Noodle Salad,McMahon,Dinner,Fish,['Gluten Friendly'],2023-02-20,217,6 OZ,6.1g,40.2g,0.8g,0.3g,0g,4.8g,0mg,4.3g,513.4mg,0.8g,26.4mg,0.4mg,0mcg,66.8mg
Basmati Rice,McMahon,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,178,4 OZ,2.6g,34.9g,0.8g,0g,0g,0g,0mg,0g,23.8mg,2.9g,2.1mg,0mg,0mcg,0mg
Pumpkin Spice Sweet Potato Curry,McMahon,Dinner,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,121,4 OZL,5.5g,16.5g,2g,2.1g,0g,4.7g,0mg,0g,314.7mg,2.4g,37mg,1.1mg,0mcg,369.9mg
Roasted Chipotle Pepitas,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,45,1 TBL,1.8g,5.1g,0.4g,1.7g,0g,0g,0mg,0g,35mg,1.7g,5.7mg,0.3mg,0mcg,87.8mg
Cauliflower Puree,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,37,4 OZ,0.8g,5.9g,0.3g,2.2g,0g,3.5g,1.6mg,0.6g,210.6mg,2.5g,48mg,0.3mg,0.4mcg,146.8mg
Roasted Asparagus,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,20,3 OZ,0.4g,3.4g,0.1g,1.7g,0g,1.5g,0mg,0g,38mg,1.9g,20.9mg,1.8mg,0mcg,170.1mg
Scrod A La Grenobloise,McMahon,Dinner,"Milk, Fish, Wheat","['Less Sodium', 'Smart Check']",2023-02-20,129,1 EACH,5.1g,1.9g,1.3g,0.1g,0g,0g,50mg,0g,225.2mg,18.4g,20.4mg,0.5mg,0mcg,12.3mg
Burger Bar,McMahon,Dinner,,[],2023-02-20,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-20,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Curly Fries,McMahon,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-20,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-20,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Macaroni & Cheese,McMahon,Dinner,"Milk, Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-20,298,1 PLATE,16.3g,23.5g,10.4g,0.8g,0g,4.7g,51.2mg,0g,475.2mg,14.2g,360.6mg,0.9mg,1.6mcg,71.9mg
Cherry Pie,McMahon,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,388,1/8 PIE,17.5g,55g,7.5g,2.5g,0g,18.8g,0mg,0g,400mg,3.8g,0mg,1.8mg,0mcg,mg
Blueberry Pancakes,McMahon,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2/22/2023,498,2 EACH,20.7g,61g,2.3g,1.2g,0g,19.2g,114.6mg,14.2g,453.1mg,13.1g,304.6mg,3.7mg,0.7mcg,227.1mg
Chefs Omelet Du Jour,McMahon,Breakfast,"Milk, Eggs, Soybeans",[],2/22/2023,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Hard Boiled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Mini Potato Pancakes,McMahon,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/22/2023,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
Oatmeal Hot Cereal,McMahon,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/22/2023,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Pork Sausage Links,McMahon,Breakfast,,['Gluten Friendly'],2/22/2023,202,2 EACH,19.2g,0g,7.1g,0g,0g,0g,35.3mg,0g,433.4mg,6g,26.2mg,0.4mg,mcg,mg
Scrambled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Strawberry Banana Muffin,McMahon,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,333,1 EACH,15.4g,42.8g,1.6g,0.4g,0g,26.4g,59.4mg,25.2g,214.2mg,3.8g,29.7mg,0.5mg,0.3mcg,50.3mg
Seared Salmon With Spring Vegetables And Celery Root Puree,McMahon,Lunch,"Milk, Fish","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/22/2023,263,1 PLATE,10.4g,16g,2.9g,3.8g,0g,4.7g,52.8mg,0g,273.6mg,24.9g,62.1mg,1.2mg,0mcg,479.9mg
Char Siu Pork Taco,McMahon,Lunch,"Wheat, Soybeans, Sesame",[],2/22/2023,959,1 PLATE,37.2g,114.8g,7.2g,5.3g,0g,29.3g,87.9mg,26.2g,832.2mg,41g,119.8mg,3mg,0mcg,386.6mg
Everything Bagel Chicken With Cranberry Bacon Dressing,McMahon,Lunch,"Milk, Sesame",['Gluten Friendly'],2/22/2023,526,1 PLATE,28.1g,25.6g,8.1g,6.4g,0g,10.2g,193.1mg,2.8g,922.4mg,42.9g,212.3mg,3.5mg,0mcg,487.5mg
Falafel Bar,McMahon,Lunch,,[],2/22/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Gemelli,McMahon,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Marinara Sauce,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Chef's Choice Soup du Jour,McMahon,Lunch,,[],2/22/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Cranberry Bacon Dressing,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium']",2/22/2023,148,1 OZL,12.7g,6.4g,2.4g,0.7g,0g,5.8g,11.9mg,2.8g,227.9mg,4.2g,0.7mg,0.1mg,0mcg,39.5mg
Everything Bagel Chicken,McMahon,Lunch,Sesame,"['Gluten Friendly', 'Less Sodium']",2/22/2023,230,1 EACH,7.6g,1.3g,1.6g,0.3g,0g,0g,164.1mg,0g,371.6mg,34.7g,44mg,1.9mg,0mcg,18.8mg
Parsnip Puree,McMahon,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,106,3 OZ,6.5g,11.7g,4g,2.9g,0g,2.8g,17.1mg,0g,218.4mg,0.9g,27.3mg,0.4mg,0mcg,230.4mg
Sauteed Mustard Greens,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,42,3 OZ,1.3g,6.3g,0.1g,2.4g,0g,1.6g,0mg,0g,104.5mg,3.1g,140.3mg,1.1mg,0mcg,198.9mg
Char Siu Pork Taco,McMahon,Lunch,"Wheat, Soybeans, Sesame",[],2/22/2023,872,2 EACH,32.6g,104.1g,6.6g,4g,0g,21.1g,87.9mg,20.3g,613.7mg,39.2g,65.9mg,2.4mg,0mcg,204.6mg
Spicy Kale Slaw,McMahon,Lunch,"Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,87,2 OZ,4.6g,10.7g,0.7g,1.3g,0g,8.2g,0mg,6g,218.6mg,1.8g,54mg,0.6mg,0mcg,182mg
Cheese Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Mushroom And Caramelized Onion Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Vegetarian'],2/22/2023,265,1 PLATE,12.1g,27.2g,5.1g,1.7g,0g,2.6g,22.5mg,0.7g,512.6mg,12.2g,224.9mg,1.9mg,0mcg,90.2mg
Raspberry Oat Bar,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, Gluten, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,316,1/35 HFPAN,12.4g,48.4g,7.2g,0.5g,0g,25.6g,22.6mg,13.1g,238mg,3.1g,21.3mg,1.1mg,0mcg,76.4mg
Red Velvet Cookie,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,190,1 EACH,9g,26g,4.5g,1g,0g,16g,15mg,0g,95mg,2g,20mg,1.4mg,mcg,mg
Butternut Farro Risotto,McMahon,Dinner,"Milk, Wheat","['Less Sodium', 'Smart Check', 'Vegetarian']",2/22/2023,327,1 PLATE,5.9g,59.1g,2.1g,3.5g,0g,10.7g,9mg,1.3g,350.8mg,11.3g,131.8mg,3.3mg,0mcg,626.5mg
Beef Marinated In Red Wine With Purple Potato,McMahon,Dinner,Milk,['Gluten Friendly'],2/22/2023,726,1 PLATE,47.7g,25.1g,18.5g,4.6g,1.8g,4.2g,156mg,0g,1073.8mg,41.7g,28.7mg,4.9mg,0mcg,176.1mg
Char Siew Chicken Over Ginger Scallion Noodles,McMahon,Dinner,"Wheat, Soybeans, Sesame",[],2/22/2023,524,1 PLATE,12.5g,54.2g,2.2g,1.2g,0g,6.8g,170.9mg,4.8g,807.3mg,46.5g,81.3mg,3.4mg,0mcg,43.7mg
Gemelli,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Kashmiri Chicken With Peas And Butternut Squash,McMahon,Dinner,Milk,['Gluten Friendly'],2/22/2023,290,1 PLATE,12.3g,24.3g,5.6g,5.5g,0g,5.9g,69.3mg,0g,548.9mg,23.2g,58.8mg,1.9mg,0.1mcg,384.9mg
Marinara Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Chef's Choice Soup du Jour,McMahon,Dinner,,[],2/22/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef With Red Wine,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/22/2023,517,4 OZ,37.1g,0.8g,12.9g,0.6g,1.8g,2g,132.8mg,0g,222.3mg,36.8g,3mg,3.2mg,0mcg,6.9mg
Butter Crushed Purple Potato,McMahon,Dinner,Milk,"['Gluten Friendly', 'Vegetarian']",2/22/2023,166,4 OZ,8.5g,19.1g,5.4g,1.3g,0g,0g,23.1mg,0g,763.5mg,2.5g,1.3mg,0.9mg,0mcg,0mg
Cauliflower Roasted With Mustard and Cumin,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,33,3 OZ,1.6g,3.9g,0.1g,2.1g,0g,1.6g,0mg,0g,66mg,1.7g,18.3mg,0.6mg,0mcg,126.9mg
Butternut Squash Puree,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2/22/2023,119,4 OZ,7.9g,12.4g,3.9g,1.5g,0g,0g,16.2mg,0g,265.7mg,1.1g,50.8mg,0.7mg,0mcg,372.6mg
Kashmiri Style Chicken,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/22/2023,89,1 EACH,2.2g,0.4g,0.6g,0.1g,0g,0.2g,48.5mg,0g,154.2mg,17.4g,7.6mg,0.5mg,0.1mcg,10.9mg
Peas with Lemon Butter and Mint,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,110,4 OZ,2.9g,15.4g,1.4g,5.1g,0g,7.7g,6.1mg,0g,172mg,6.4g,0.6mg,0.9mg,0mcg,2mg
Char Siu Chicken,McMahon,Dinner,"Wheat, Soybeans, Sesame","['Less Sodium', 'Smart Check']",2/22/2023,256,1 EACH,7.5g,6.3g,1.6g,0.1g,0g,4.7g,170.9mg,4g,501.5mg,36.3g,36.9mg,1.9mg,0mcg,6.8mg
Ginger Scallion Noodles,McMahon,Dinner,"Wheat, Soybeans, Sesame","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/22/2023,268,4 OZ,4.9g,47.9g,0.6g,1.2g,0g,2.1g,0mg,0.8g,305.8mg,10.1g,44.4mg,1.5mg,0mcg,36.8mg
Balsamic Gastrique,McMahon,Dinner,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2/22/2023,41,1/2 OZL,0g,8.9g,0g,0g,0g,8.9g,0mg,2.5g,0mg,0g,0mg,0mg,mcg,mg
Farro With Butternut And Sage,McMahon,Dinner,Wheat,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/22/2023,273,6 OZ,3.2g,54.7g,0.3g,3.5g,0g,6.3g,0mg,0g,278.9mg,9.5g,71.8mg,3.3mg,0mcg,626.5mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Tatcho Bar,McMahon,Dinner,,[],2/22/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Not So Hawaiian Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",[],2/22/2023,369,1 PLATE,21.5g,29.5g,8.6g,1.1g,0g,5.3g,47.8mg,2.5g,737.3mg,15.2g,202.9mg,2.2mg,0mcg,100.5mg
Peach & RaspberryTrifle,McMahon,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,136,1/70 HFPAN,5.6g,20.7g,3.4g,0g,0g,13.7g,0mg,11.8g,122.2mg,0.8g,9.2mg,0.3mg,0mcg,37.6mg
Bacon,McMahon,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-23,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Breakfast Potatoes,McMahon,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-23,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Chefs Omelet Du Jour,McMahon,Breakfast,"Milk, Eggs, Soybeans",[],2023-02-23,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
French Toast,McMahon,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-23,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Hard Boiled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-23,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oatmeal Hot Cereal,McMahon,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-23,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Scrambled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-23,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Cranberry Orange Bread,McMahon,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-23,260,1/16 LOAF,10g,40.1g,4.5g,0.8g,0g,23.5g,44.9mg,0g,210.6mg,3g,16.1mg,1.1mg,0mcg,50.1mg
