Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Pork Sausage Links,North,Breakfast,,['Gluten Friendly'],2/16/2023,202,2 EACH,19.2g,0g,7.1g,0g,0g,0g,35.3mg,0g,433.4mg,6g,26.2mg,0.4mg,mcg,mg
Scrambled Eggs,North,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Very Berry Topping,North,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,40,1 oz,0g,9.9g,0g,0.5g,0g,7.5g,0mg,1.8g,2.3mg,0g,1.9mg,0.1mg,0mcg,18.7mg
Peach Crunch Cake,North,Breakfast,"Milk, Eggs, Wheat, Soybeans, Gluten, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,473,1/35 HFSHT,27.6g,49.8g,6.7g,0.7g,0g,34.1g,53.3mg,26.9g,187mg,5.3g,70.8mg,0.5mg,0.2mcg,140.1mg
Sticky Rice,North,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,139,3 OZ,0.2g,30.7g,0g,0g,0g,0g,0mg,0g,1.9mg,2.6g,5mg,0.3mg,0mcg,33.7mg
Omelet Bar,North,Breakfast,,[],2/16/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Frittata,North,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,136,1 WEDGE,10.9g,2.5g,2.5g,0.2g,0g,1.1g,216.3mg,0g,227.9mg,6.6g,47mg,0.8mg,0.3mcg,12.6mg
Black Bean Burrito,North,Lunch,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2/16/2023,176,1/2 EACH,2.7g,33.3g,0.8g,0.2g,0g,3.8g,0mg,1g,542.3mg,5.6g,94mg,1.6mg,0mcg,306.5mg
BBQ Beef Brisket for Sandwich,North,Lunch,,"['Gluten Friendly', 'Less Sodium']",2/16/2023,378,4 OZ,26.3g,12g,10.4g,0.5g,0g,10.4g,105.4mg,1g,416.6mg,21.2g,22.3mg,2.3mg,0mcg,359.8mg
Butter-Crumb Scrod,North,Lunch,"Milk, Fish, Wheat",['Less Sodium'],2/16/2023,196,1 EACH,8.2g,10.7g,4.5g,0.6g,0g,0g,64.2mg,0g,268.4mg,19.7g,19.1mg,0.3mg,0mcg,4.5mg
Chef's Choice Soup du Jour,North,Lunch,,[],2/16/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Classic Coleslaw,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,155,3 OZ,14.7g,5.3g,1.4g,1.6g,0g,3.6g,0mg,1.6g,206.7mg,0.8g,26.9mg,0.3mg,0mcg,108.1mg
Alfredo Sauce,North,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2/16/2023,325,4 OZL,27.2g,3.7g,17.3g,0g,0g,4.7g,88.8mg,0g,507.4mg,13g,1384.5mg,0.1mg,0.8mcg,4.7mg
Arroz Con Pollo,North,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/16/2023,205,6 OZ,2.4g,26.7g,0.4g,0.3g,0g,0.9g,40mg,0g,418.9mg,17.4g,45.5mg,1.8mg,0mcg,88.6mg
Brown Rice,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,96,3 OZ,0.8g,20.3g,0g,1.1g,0g,0g,0mg,0g,2.4mg,2.3g,1.8mg,0.2mg,0mcg,0mg
Cruciferous Vegetable Saute,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,33,3 OZ,1.7g,3.9g,0.2g,1.7g,0g,1.2g,0mg,0g,147.8mg,1.9g,55.5mg,0.9mg,0mcg,252.4mg
Kaiser Roll,North,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,170,1 EACH,1.5g,33g,0.5g,2g,0g,2g,0mg,0g,340mg,6g,20mg,1.8mg,0mcg,mg
Parslied Carrots,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,48,3 OZ,1.4g,8.7g,0.2g,2.1g,0g,5.6g,0mg,0g,77mg,0.9g,24.2mg,0.5mg,0mcg,279.4mg
Sticky Rice,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Beef Burger No Bun,North,Lunch,,"['Gluten Friendly', 'Less Sodium']",2/16/2023,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Cheese Sauce,North,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,70,2 OZL,5g,4g,2g,0g,0g,1g,10mg,0g,500mg,2g,104mg,0mg,mcg,mg
Cross Trax French Fries,North,Lunch,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2/16/2023,253,4 OZ,18.9g,21g,1.8g,2g,0g,0g,0mg,0g,550.3mg,2g,0mg,0.7mg,0mcg,240.1mg
Grilled Cheese,North,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/16/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/16/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,North,Lunch,,['Gluten Friendly'],2/16/2023,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Jammin' Ham with a Bit of Bacon Sandwich,North,Lunch,"Milk, Wheat, Gluten",[],2/16/2023,340,1 HALF,19.6g,18.1g,10.2g,1g,0g,6.3g,79.7mg,1.2g,1326.4mg,23.2g,274.2mg,1.2mg,0mcg,34.8mg
Tomato Soup,North,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,63,6 OZL,0g,14g,0g,0g,0g,8.4g,0mg,4.9g,338.8mg,1.4g,16.5mg,0.5mg,0mcg,202.7mg
Dill Tartar Sauce,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,163,1 OZL,17.6g,0.9g,1.6g,0g,0g,0.9g,0mg,0g,160.8mg,0g,1.9mg,0mg,0mcg,0.7mg
BLT Bar,North,Lunch,,[],2/16/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,0.2mg,0g,0.1mg,0mg,0mcg,0mg
Chef's Choice Pasta Du Jour,North,Lunch,Wheat,[],2/16/2023,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Marinara Sauce,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Cheese Pizza,North,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,152,1/16 PIE,4.9g,20g,2.4g,1g,0g,1.8g,11.4mg,0.4g,303.6mg,7.3g,120.4mg,1.3mg,0mcg,26.5mg
Pepperoni Pizza,North,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2/16/2023,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,North,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2/16/2023,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Death by Chocolate Pudding,North,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,317,1/35 PAN,12.9g,46.8g,7.6g,0.6g,0.1g,33.5g,12.7mg,11.5g,345.2mg,3.9g,85.7mg,1.5mg,1mcg,64.8mg
"Red ,White & Blue Cookies",North,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,160,1 EACH,7g,24g,3g,0g,0g,15g,10mg,0g,130mg,1g,8mg,1mg,mcg,35mg
Scrod With Miso Butter,North,Dinner,"Milk, Fish, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/16/2023,89,1 EACH,1.6g,0.2g,0.4g,0g,0g,0.1g,46.8mg,0g,118.7mg,18.1g,18.7mg,0.3mg,0mcg,4.5mg
Chicken Tikka Masala,North,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2/16/2023,191,4 OZ,11.5g,4.5g,7.2g,0.3g,0g,2.8g,96.3mg,0.9g,245.9mg,14.5g,538.3mg,1mg,0mcg,159.3mg
Alfredo Sauce,North,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2/16/2023,325,4 OZL,27.2g,3.7g,17.3g,0g,0g,4.7g,88.8mg,0g,507.4mg,13g,1384.5mg,0.1mg,0.8mcg,4.7mg
Basmati Rice,North,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,178,4 OZ,2.6g,34.9g,0.8g,0g,0g,0g,0mg,0g,23.8mg,2.9g,2.1mg,0mg,0mcg,0mg
Naan Bread,North,Dinner,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2/16/2023,205,2 PIECE,8.5g,25.3g,1.2g,0.2g,0g,1.1g,5mg,1g,431.2mg,4.5g,55.9mg,1.1mg,0mcg,77.5mg
Pea and Potato Samosa,North,Dinner,"Wheat, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,275,2 EACH,16.7g,28g,0.6g,2g,0g,0g,0mg,0g,400mg,4g,0mg,1.4mg,0mcg,mg
Roasted Cardamom Pineapple,North,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,18,1 OZ,0.3g,3.9g,0g,0g,0g,2.9g,0mg,0.4g,0mg,0.2g,4.2mg,0.1mg,0mcg,38.7mg
Steamed Broccoli,North,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,24,3 OZ,0.3g,4.3g,0g,2g,0g,1.3g,0mg,0g,23mg,2.5g,40.8mg,0.7mg,0mcg,276.4mg
Sticky Rice,North,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Sweet Potato Chickpea Tikka Masala,North,Dinner,Soybeans,"['Gluten Friendly', 'Smart Check', 'Vegetarian', 'Vegan']",2/16/2023,132,8 OZ,3g,23g,0.5g,2.6g,0g,6.1g,0mg,2.1g,744.5mg,4.3g,65.2mg,1.7mg,0mcg,341mg
Husky Rolls,North,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegan']",2/16/2023,136,1 EACH,2.4g,23.3g,0.9g,1g,0.6g,2.4g,0mg,2.4g,189.9mg,3.9g,0.8mg,1.5mg,0mcg,33.8mg
Beef Burger No Bun,North,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/16/2023,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Cross Trax French Fries,North,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2/16/2023,253,4 OZ,18.9g,21g,1.8g,2g,0g,0g,0mg,0g,550.3mg,2g,0mg,0.7mg,0mcg,240.1mg
Grilled Cheese,North,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/16/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,North,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/16/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,North,Dinner,,['Gluten Friendly'],2/16/2023,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Jammin' Ham with a Bit of Bacon Sandwich,North,Dinner,"Milk, Wheat, Gluten",[],2/16/2023,340,1 HALF,19.6g,18.1g,10.2g,1g,0g,6.3g,79.7mg,1.2g,1326.4mg,23.2g,274.2mg,1.2mg,0mcg,34.8mg
Tamarind Chutney,North,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,58,1 OZL,0.1g,15.2g,0g,0.1g,0g,15.1g,0mg,0g,89.7mg,0g,2.9mg,0.1mg,0mcg,0mg
Chef's Choice Pasta Du Jour,North,Dinner,Wheat,[],2/16/2023,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Marinara Sauce,North,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Cheese Pizza,North,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,152,1/16 PIE,4.9g,20g,2.4g,1g,0g,1.8g,11.4mg,0.4g,303.6mg,7.3g,120.4mg,1.3mg,0mcg,26.5mg
Pepperoni Pizza,North,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2/16/2023,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,North,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2/16/2023,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Cinnamon Roll Cheesecake,North,Dinner,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,246,1/20 CAKE,16.5g,23.7g,10.8g,0.1g,0g,20.2g,75mg,18.8g,141.5mg,3.8g,98.9mg,0.3mg,0.1mcg,12.1mg
Buttermilk Pancakes,North,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-17,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cheesy Scrambled Eggs,North,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Chocolate Chip Pancakes,North,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-17,548,2 EACH,24.5g,66.6g,4.6g,0g,0g,24.7g,114.6mg,14.2g,453.1mg,14g,300.6mg,4mg,0.7mcg,250.4mg
Cream of Wheat,North,Breakfast,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-02-17,152,6 ozl,3.2g,22.8g,1.9g,0g,0g,8.3g,12.7mg,0g,142.9mg,7.6g,412.9mg,5.7mg,3.2mcg,mg
Hard Boiled Eggs,North,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
O'Brien Potatoes,North,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,127,4 OZ,4g,21g,1.3g,0.2g,0g,0.5g,0.1mg,0g,167.5mg,1.4g,2.1mg,0mg,0mcg,17.4mg
Oatmeal Hot Cereal,North,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-17,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Pork Sausage Links,North,Breakfast,,['Gluten Friendly'],2023-02-17,202,2 EACH,19.2g,0g,7.1g,0g,0g,0g,35.3mg,0g,433.4mg,6g,26.2mg,0.4mg,mcg,mg
Scrambled Eggs,North,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Sticky Rice,North,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,139,3 OZ,0.2g,30.7g,0g,0g,0g,0g,0mg,0g,1.9mg,2.6g,5mg,0.3mg,0mcg,33.7mg
Assorted Donuts,North,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-17,432,1 EACH,24.2g,49.4g,10.6g,0.1g,0g,18g,10mg,0g,488.9mg,6.6g,8.7mg,2.1mg,0mcg,mg
Omelet Bar,North,Breakfast,,[],2023-02-17,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Frittata,North,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,136,1 WEDGE,10.9g,2.5g,2.5g,0.2g,0g,1.1g,216.3mg,0g,227.9mg,6.6g,47mg,0.8mg,0.3mcg,12.6mg
Lite 'n Crunchy Baked Fish,North,Lunch,"Eggs, Fish, Wheat, Soybeans","['Less Sodium', 'Smart Check']",2023-02-17,130,1 EACH,4g,13g,0g,0g,0g,1g,50mg,0g,380.2mg,11g,0mg,0.7mg,mcg,mg
Baked Sesame Nuggets,North,Lunch,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,222,4 OZ,9.9g,24.7g,0g,4.9g,0g,0g,0mg,0g,369.8mg,14.8g,98.6mg,3.6mg,0mcg,mg
Fried Boneless Wings,North,Lunch,"Wheat, Gluten",[],2023-02-17,435,4 EACH,31.9g,20.8g,4g,0g,0g,0g,42.9mg,0g,722.6mg,18.4g,31.8mg,0.9mg,mcg,mg
Bread Boule,North,Lunch,"Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-17,321,1 EACH,2.4g,61.2g,0.5g,1.6g,0g,0.4g,0mg,0g,509.8mg,11.9g,2.2mg,4.1mg,0mcg,102.3mg
Charlie's Clam Chowder,North,Lunch,"Milk, Wheat",[],2023-02-17,293,6 OZL,17.8g,15.2g,11g,0.1g,0g,4.5g,75.4mg,0g,764.2mg,7.6g,1601.4mg,1.3mg,0mcg,55.9mg
Chef's Choice Soup du Jour,North,Lunch,,[],2023-02-17,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Brown Rice,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,96,3 OZ,0.8g,20.3g,0g,1.1g,0g,0g,0mg,0g,2.4mg,2.3g,1.8mg,0.2mg,0mcg,0mg
Buffalo Cauliflower,North,Lunch,Soybeans,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-17,84,5 OZ,3.7g,11.3g,0.6g,4.6g,0g,4.3g,0mg,0g,520.1mg,4.3g,50.7mg,1mg,0mcg,676.9mg
Meat Sauce,North,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-17,145,4 OZL,8.8g,9.6g,2.7g,1.6g,0.3g,8g,20.2mg,0g,399.3mg,7g,37.4mg,1.9mg,0mcg,mg
Sauteed Vegetable Medley,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,62,3 OZ,4.6g,5g,0.7g,1.4g,0g,2.7g,0mg,0g,189.9mg,1.5g,23.9mg,0.5mg,0mcg,261.3mg
Sticky Rice,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Beef Burger No Bun,North,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-17,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Cheese Sauce,North,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,70,2 OZL,5g,4g,2g,0g,0g,1g,10mg,0g,500mg,2g,104mg,0mg,mcg,mg
Crinkle Cut Fries,North,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-17,240,4 OZ,17.7g,21g,1.8g,2g,0g,0g,0mg,0g,420.2mg,2g,0mg,0.4mg,mcg,280.2mg
Grilled Cheese,North,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-17,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,North,Lunch,,['Gluten Friendly'],2023-02-17,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Meatless Chicken Quesadillas,North,Lunch,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-17,154,1 EACH,2.9g,18.2g,0.8g,0.3g,0g,1.8g,0mg,1g,428.7mg,12.4g,140.9mg,2.5mg,0mcg,71.7mg
Tomato Soup,North,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,63,6 OZL,0g,14g,0g,0g,0g,8.4g,0mg,4.9g,338.8mg,1.4g,16.5mg,0.5mg,0mcg,202.7mg
Assorted Sauces,North,Lunch,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-17,135,2 OZL,0g,31.3g,0g,3.3g,0g,29.1g,0mg,10.2g,649.1mg,8.3g,0mg,0mg,mcg,4.6mg
Buffalo Sauce,North,Lunch,Soybeans,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-17,0,2 OZL,0g,0g,0g,0g,0g,0g,0mg,0g,1579.2mg,0g,0mg,0mg,mcg,mg
Dill Tartar Sauce,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,163,1 OZL,17.6g,0.9g,1.6g,0g,0g,0.9g,0mg,0g,160.8mg,0g,1.9mg,0mg,0mcg,0.7mg
Omelet Bar,North,Lunch,,[],2023-02-17,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Chef's Choice Pasta Du Jour,North,Lunch,Wheat,[],2023-02-17,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Marinara Sauce,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Cheese Pizza,North,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-17,152,1/16 PIE,4.9g,20g,2.4g,1g,0g,1.8g,11.4mg,0.4g,303.6mg,7.3g,120.4mg,1.3mg,0mcg,26.5mg
Pepperoni Pizza,North,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-17,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,North,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-17,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Banana Bread,North,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-17,200,1/16 LOAF,5.2g,34.3g,3g,0.5g,0g,16.8g,36.3mg,14.2g,450mg,3.9g,38.5mg,1.2mg,0.1mcg,109.2mg
Oatmeal Raisin Cookies,North,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,140,1 EACH,4.5g,22g,1.5g,0g,0g,13g,0mg,8g,85mg,2g,9mg,0.7mg,0mcg,82mg
Grilled Lemon Pepper Chicken,North,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,235,1 EACH,7.9g,0.5g,1.7g,0.2g,0g,0g,170.9mg,0g,219mg,35.8g,37.4mg,1.8mg,0mcg,10.2mg
Swedish Meatballs,North,Dinner,"Milk, Wheat, Soybeans",[],2023-02-17,281,3 EACH,21.6g,10.1g,8.9g,1g,1g,0.2g,49.8mg,0g,653.9mg,14g,69.2mg,1.1mg,0mcg,19mg
Swedish Vegeballs,North,Dinner,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2023-02-17,300,3 EACH,16.5g,23.6g,1.3g,0.3g,0.1g,3.3g,0mg,1g,1326mg,14.4g,99.5mg,2mg,0mcg,263.7mg
